Local time,Open,High,Low,Close,Volume
18.10.2009 16:00:00.000 GMT-0500,0.91479,0.92931,0.91125,0.92884,50297.56939999999
19.10.2009 16:00:00.000 GMT-0500,0.92905,0.93101,0.91810,0.92362,51951.450399999994
20.10.2009 16:00:00.000 GMT-0500,0.92366,0.93281,0.91920,0.92834,63772.259099999996
21.10.2009 16:00:00.000 GMT-0500,0.92833,0.92980,0.91846,0.92662,53663.45049999999
22.10.2009 16:00:00.000 GMT-0500,0.92663,0.92951,0.91986,0.92196,57706.7496
23.10.2009 16:00:00.000 GMT-0500,0.92196,0.92196,0.92196,0.92196,0
24.10.2009 16:00:00.000 GMT-0500,0.92196,0.92196,0.92196,0.92196,0
25.10.2009 16:00:00.000 GMT-0500,0.92050,0.92762,0.91246,0.91592,50539.93000000001
26.10.2009 16:00:00.000 GMT-0500,0.91594,0.92176,0.91211,0.91642,63312.35940000001
27.10.2009 16:00:00.000 GMT-0500,0.91644,0.92057,0.89612,0.89692,80838.49039999998
28.10.2009 16:00:00.000 GMT-0500,0.89722,0.91811,0.89425,0.91477,60696.650699999984
29.10.2009 16:00:00.000 GMT-0500,0.91480,0.91751,0.89786,0.91460,75217.13990000001
30.10.2009 16:00:00.000 GMT-0500,0.91460,0.91460,0.91460,0.91460,0
31.10.2009 16:00:00.000 GMT-0500,0.91460,0.91460,0.90008,0.90008,0
01.11.2009 17:00:00.000 GMT-0500,0.89644,0.91216,0.89049,0.90374,74828.41960000001
02.11.2009 17:00:00.000 GMT-0500,0.90364,0.90908,0.89155,0.90174,86087.27999999998
03.11.2009 17:00:00.000 GMT-0500,0.90186,0.91434,0.89491,0.90964,71104.65040000001
04.11.2009 17:00:00.000 GMT-0500,0.90982,0.91238,0.90243,0.90997,58338.279800000004
05.11.2009 17:00:00.000 GMT-0500,0.91003,0.91976,0.90904,0.91766,69916.05960000002
06.11.2009 17:00:00.000 GMT-0500,0.91766,0.91766,0.91766,0.91766,0
07.11.2009 17:00:00.000 GMT-0500,0.91766,0.91766,0.91766,0.91766,0
08.11.2009 17:00:00.000 GMT-0500,0.92259,0.93076,0.91948,0.92944,55068.2201
09.11.2009 17:00:00.000 GMT-0500,0.92953,0.93226,0.92545,0.93022,57716.7998
10.11.2009 17:00:00.000 GMT-0500,0.93019,0.93431,0.92706,0.92954,63391.7901
11.11.2009 17:00:00.000 GMT-0500,0.92944,0.93696,0.92106,0.92329,55077.83
12.11.2009 17:00:00.000 GMT-0500,0.92337,0.93426,0.92233,0.93416,46953.4698
13.11.2009 17:00:00.000 GMT-0500,0.93416,0.93416,0.93416,0.93416,0
14.11.2009 17:00:00.000 GMT-0500,0.93416,0.93416,0.93416,0.93416,0
15.11.2009 17:00:00.000 GMT-0500,0.93344,0.94057,0.93156,0.93664,52599.300299999995
16.11.2009 17:00:00.000 GMT-0500,0.93670,0.93756,0.92364,0.93039,64616.4306
17.11.2009 17:00:00.000 GMT-0500,0.92994,0.93365,0.92651,0.92904,54954.11990000001
18.11.2009 17:00:00.000 GMT-0500,0.92919,0.93011,0.91311,0.91814,55412.56820000001
19.11.2009 17:00:00.000 GMT-0500,0.91820,0.92147,0.90599,0.91546,67674.59980000001
20.11.2009 17:00:00.000 GMT-0500,0.91546,0.91546,0.91546,0.91546,0
21.11.2009 17:00:00.000 GMT-0500,0.91546,0.91546,0.91546,0.91546,0
22.11.2009 17:00:00.000 GMT-0500,0.91452,0.92766,0.91112,0.92362,52479.3402
23.11.2009 17:00:00.000 GMT-0500,0.92364,0.92551,0.91306,0.91854,57986.61950000001
24.11.2009 17:00:00.000 GMT-0500,0.91878,0.93216,0.91854,0.93206,59389.5102
25.11.2009 17:00:00.000 GMT-0500,0.93174,0.93213,0.90942,0.91361,39279.7599
26.11.2009 17:00:00.000 GMT-0500,0.91302,0.91322,0.89452,0.90732,67677.3499
27.11.2009 17:00:00.000 GMT-0500,0.90732,0.90732,0.90732,0.90732,0
