Local time,Open,High,Low,Close,Volume
23.10.2009 16:00:00.000 GMT-0500,1.50057,1.50057,1.50057,1.50057,0
24.10.2009 16:00:00.000 GMT-0500,1.50057,1.50057,1.50057,1.50057,0
25.10.2009 16:00:00.000 GMT-0500,1.49934,1.50600,1.48420,1.48743,79935.09990000002
26.10.2009 16:00:00.000 GMT-0500,1.48750,1.49260,1.47660,1.48023,79201.9999
27.10.2009 16:00:00.000 GMT-0500,1.48023,1.48405,1.46888,1.47039,79406.7992
28.10.2009 16:00:00.000 GMT-0500,1.47029,1.48582,1.46836,1.48206,80555.40069999998
29.10.2009 16:00:00.000 GMT-0500,1.48183,1.48585,1.47003,1.47177,80465.89960000002
30.10.2009 16:00:00.000 GMT-0500,1.47177,1.47177,1.47177,1.47177,0
31.10.2009 16:00:00.000 GMT-0500,1.47177,1.47295,1.47177,1.47295,0
01.11.2009 17:00:00.000 GMT-0500,1.47151,1.48445,1.46814,1.47725,79757.10079999999
02.11.2009 17:00:00.000 GMT-0500,1.47711,1.48088,1.46235,1.47215,79727.3997
03.11.2009 17:00:00.000 GMT-0500,1.47204,1.49069,1.47003,1.48588,80141.2999
04.11.2009 17:00:00.000 GMT-0500,1.48596,1.49166,1.48067,1.48695,80325.49930000001
05.11.2009 17:00:00.000 GMT-0500,1.48676,1.49138,1.48102,1.48454,80065.20009999999
06.11.2009 17:00:00.000 GMT-0500,1.48454,1.48454,1.48454,1.48454,0
07.11.2009 17:00:00.000 GMT-0500,1.48454,1.48454,1.48454,1.48454,0
08.11.2009 17:00:00.000 GMT-0500,1.48793,1.50197,1.48500,1.49960,79295.7003
09.11.2009 17:00:00.000 GMT-0500,1.49939,1.50206,1.49357,1.49912,80221.3004
10.11.2009 17:00:00.000 GMT-0500,1.49892,1.50495,1.49498,1.49860,79681.39989999999
11.11.2009 17:00:00.000 GMT-0500,1.49834,1.50149,1.48201,1.48477,78813.4999
12.11.2009 17:00:00.000 GMT-0500,1.48470,1.49350,1.48231,1.48991,80660.60000000002
13.11.2009 17:00:00.000 GMT-0500,1.48991,1.48991,1.48991,1.48991,0
14.11.2009 17:00:00.000 GMT-0500,1.48991,1.48991,1.48991,1.48991,0
15.11.2009 17:00:00.000 GMT-0500,1.49164,1.50148,1.48805,1.49677,80913.20039999999
16.11.2009 17:00:00.000 GMT-0500,1.49701,1.49984,1.48048,1.48753,79258.5998
17.11.2009 17:00:00.000 GMT-0500,1.48751,1.49896,1.48552,1.49608,79399.00009999999
18.11.2009 17:00:00.000 GMT-0500,1.49623,1.49648,1.48395,1.49243,80204.7
19.11.2009 17:00:00.000 GMT-0500,1.49236,1.49347,1.47998,1.48595,80084.3998
20.11.2009 17:00:00.000 GMT-0500,1.48595,1.48595,1.48595,1.48595,0
21.11.2009 17:00:00.000 GMT-0500,1.48595,1.48595,1.48595,1.48595,0
